Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,sentiment,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,standardizedReview,mentionedFeature,mentionedSynonyms
12,12,12,2022-06-10 14:23:04,"{'id': 30316386, 'body': 'Hi there,\nThank you for sharing your feedback with us. Kindly share about the errors or any mistakes you come across by dropping the details at app@programiz.com and we’ll look through them. \r', 'modified': '2022-06-13T05:46:34Z'}","I’m experienced with programming. This is a great tool, but I did notice multiple errors/typos. Hopefully they are corrected soon so I can share this app with beginners.

Update: I originally gave 3 stars, but after going through all the content I realized there are too many errors. I am now updating to 1 star. Not only ate there typos and incorrect statements, but some of the example codes given produce errors (without intent). 

Please correct the errors!",1,False,Burgundy127,Multiple errors,NEGATIVE,,,,,,,im experienced programming great tool notice multiple errorstypos hopefully corrected soon share app beginners update originally gave 3 stars going content realized many errors updating 1 star ate typos incorrect statements example codes given produce errors without intent please correct errors,voting,content r
63,63,63,2021-11-16 23:31:50,"{'id': 27711709, 'body': ""Hey there,\r\n\r\nThank you for your valuable feedback. We'll take your suggestion into consideration in future iterations of our Python app.\r\n"", 'modified': '2022-01-28T03:57:47Z'}",challenges should be under each topic,4,False,roronoac-37,unpopular opinion,POSITIVE,,,,,,,challenges topic,challenges,challeng
330,330,244,2023-01-29 11:16:26,,"Alex baby, you my man. Changing lives! To the top with you!",5,,Kurtis -,,POSITIVE,d0d6764c-92dd-45af-acd1-57fe93026008,https://play-lh.googleusercontent.com/a-/ACB-R5TxnuVO70METzHkKxioy9psCGpuOwFrgQcSyTYvRA,0.0,pythonx_1.2.3,,,alex baby man changing lives top,torture breaks,live
343,343,257,2023-01-25 14:50:49,,"Overall, I've learned a lot from this app already. However, there are a few things keeping this app from being great, especially for true programming novices. 1. There are a lot of spelling and grammar issues that make some of the content difficult to understand, especially in some of the quiz questions. 2. I've only done the first two projects so far, but there have been bugs in the source code for both. They're not major and fixable easily enough, but they should have tested them.",3,,Nate Fittje,,NEGATIVE,cef3928a-800e-47f6-8997-e1c85032b8f8,https://play-lh.googleusercontent.com/a-/ACB-R5QcW1KSbc-OQzxcd1y-5zBbG7Ip_ZEPRRXW8Y4x,3.0,pythonx_1.2.2,,,overall ive learned lot app already however things keeping app great especially true programming novices 1 lot spelling grammar issues make content difficult understand especially quiz questions 2 ive done first two projects far bugs source code theyre major fixable easily enough tested,boosters,special
428,428,342,2023-01-07 17:26:07,,I have not yet been able to fuy experience the whole app or explore it's ability to teach each person but I did watch the tutorial and I'm very interested in learning more. I will definitely post another comment due more to this when I have fully inspected it and learned something from this.,5,,Jessica Layman,,POSITIVE,ef21d251-525b-408b-9773-0a0f109dfb74,https://play-lh.googleusercontent.com/a/AGNmyxaY0XBY2xdlIPaTE44R2p8a73qo-WRQO6tvitjk=mo,4.0,pythonx_1.2.2,"hi Jessica, thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at hello@codingx.app if you have any questions.",2023-02-22 03:42:54,yet able fuy experience whole app explore ability teach person watch tutorial im interested learning definitely post another comment due fully inspected learned something,status quo sloth,person
472,472,386,2022-12-30 07:02:55,,"Very nice so far, i like that it doesn't give you limited hearts(lives), nice interface but because i am not a native english speaker, its a bit difficult to understand as it uses some old school words, anyway its very fun",5,,Fakhrul Islam,,POSITIVE,0ea5187d-974d-431a-90bc-6604f3746dc4,https://play-lh.googleusercontent.com/a-/ACB-R5S45gH1RXwYOf_AFdRyS2Ee0MkmAHyaxXOazZSnNw,3.0,pythonx_1.2.2,,,nice far like doesnt give limited heartslives nice interface native english speaker bit difficult understand uses old school words anyway fun,torture breaks,live
516,516,430,2022-12-23 12:18:00,,Verizon Samsung Galaxy Note 20 Ultra So far so good feeling like I'm learning. Excited for what's to come. Im in customer service now but want to move into IT world. I believe this could help. Thanks Dev,5,,shane jau,,POSITIVE,0c053f71-3bcb-421e-9ebf-ea31c876b3e1,https://play-lh.googleusercontent.com/a-/ACB-R5Q0-UraAgB1MXi-OR3fFIgbksPEEOp6i_VjlnzXwA,0.0,pythonx_1.2.2,,,verizon samsung galaxy note 20 ultra far good feeling like im learning excited whats come im customer service want move world believe could help thanks dev,status quo sloth,custom
535,535,449,2022-12-20 07:43:15,,More than 97\99 of the app is in paywall ....,1,,Sahasra,,NEGATIVE,20ce4c99-2e0f-4d2f-b464-453d98b52896,https://play-lh.googleusercontent.com/a-/ACB-R5QteyEBrnpFKRgbFqeQwZvBu6ZOQLe1erDxhPhP,0.0,,Thank you for your feedback and we are deeply sorry for the inconvenience. Can you please share the problem with us in more detail so that we can improve our app. Please contact us at hello@codingx.app.,2023-01-03 15:26:40,9799 app paywall,torture breaks,paywal
541,541,455,2022-12-18 21:43:09,,Data pirates - they will not delete my data and remove me from marketing lists. Their contact email on the play store comes back undeliverable. I'm reporting them to Google as spam.,1,,Emeris Pendragon,,NEGATIVE,4635bfb0-72a3-49dc-9bb7-aae3a50dc634,https://play-lh.googleusercontent.com/a/AGNmyxYWFNli7dnxqjWOF52pdh5IrQlHNK2U8tJ3YenR=mo,0.0,,"Hi, please write to us at hello@codingx.app, with detailed information we will get this sorted and your information deleted as requested.",2023-01-03 15:27:47,data pirates delete data remove marketing lists contact email play store comes back undeliverable im reporting google spam,torture breaks,live
602,602,516,2022-12-08 01:38:16,,Amazing app for beginners specially to learn a programming language from root level,5,,mukarram farooqui,,POSITIVE,15d49171-2b6e-408f-8ac5-a60db1585ab6,https://play-lh.googleusercontent.com/a-/ACB-R5SZhXl_7jpD001nKfa0U4pRuQ2F-shdxXgcZKFABg,0.0,pythonx_1.2.2,,,amazing app beginners specially learn programming language root level,boosters,special
