event,time
Parte 1,16:25:14
Pedagogical Page Open Time,16:25:14
Pedagogical Page Close Time,16:25:20
Multiplechoice Page Open Time,16:25:20
Multiplechoice Page Close Time,16:25:22
Parte 2,16:25:22
Pedagogical Page Open Time,16:25:22
Pedagogical Page Close Time,16:25:24
Pedagogical2 Page Open Time,16:25:24
Pedagogical2 Page Close Time,16:25:31
Parte 3,16:25:31
Pedagogical Page Open Time,16:25:31
Pedagogical Page Close Time,16:26:12
Multiplechoice Page Open Time,16:26:12
Multiplechoice Page Close Time,16:26:15
Parte 4,16:26:15
Draganddrop Page Open Time,16:26:15
Draganddrop Page Close Time,16:26:21
Pedagogical Page Open Time,16:26:21
Pedagogical Page Close Time,16:26:21
Parte 5,16:26:21
Multiplechoice Page Open Time,16:26:21
Multiplechoice Page Close Time,16:26:22
Parte 4,16:26:22
Pedagogical Page Open Time,16:26:22
Pedagogical Page Close Time,16:26:23
Parte 5,16:26:23
Multiplechoice Page Open Time,16:26:23
Multiplechoice Page Close Time,16:26:25
Pedagogical Page Open Time,16:26:25
Pedagogical Page Close Time,16:26:26
Parte 6,16:26:26
Pedagogical Page Open Time,16:26:26
Pedagogical Page Close Time,16:26:26

Parte 1,17:13:31
Pedagogical Page Open Time,17:13:31
Pedagogical Page Close Time,17:13:32
Multiplechoice Page Open Time,17:13:32
Multiplechoice Page Close Time,17:13:33
Parte 2,17:13:33
Pedagogical Page Open Time,17:13:33
Pedagogical Page Close Time,17:13:33
Pedagogical2 Page Open Time,17:13:33
Pedagogical2 Page Close Time,17:13:33
Parte 3,17:13:33
Pedagogical Page Open Time,17:13:33
Pedagogical Page Close Time,17:13:34
Multiplechoice Page Open Time,17:13:34
Multiplechoice Page Close Time,17:13:36
Parte 4,17:13:36
Draganddrop Page Open Time,17:13:36
Draganddrop Page Close Time,17:13:51
Pedagogical Page Open Time,17:13:51
Pedagogical Page Close Time,17:13:52
Parte 5,17:13:52
Multiplechoice Page Open Time,17:13:52
Multiplechoice Page Close Time,17:13:56
Pedagogical Page Open Time,17:13:56
Pedagogical Page Close Time,17:13:56
Parte 6,17:13:56
Pedagogical Page Open Time,17:13:56
Pedagogical Page Close Time,17:13:57

Parte 1,17:54:41
Pedagogical Page Open Time,17:54:41
Pedagogical Page Close Time,17:54:43
Multiplechoice Page Open Time,17:54:43
Multiplechoice Page Close Time,17:54:44
Parte 2,17:54:44
Pedagogical Page Open Time,17:54:44
Pedagogical Page Close Time,17:54:44
Pedagogical2 Page Open Time,17:54:44
Pedagogical2 Page Close Time,17:54:44
Parte 3,17:54:44
Pedagogical Page Open Time,17:54:44
Pedagogical Page Close Time,17:54:45
Multiplechoice Page Open Time,17:54:45
Multiplechoice Page Close Time,17:54:47
Parte 4,17:54:47
Draganddrop Page Open Time,17:54:47
Draganddrop Page Close Time,17:55:00
Pedagogical Page Open Time,17:55:00
Pedagogical Page Close Time,17:55:00
Parte 5,17:55:00
Multiplechoice Page Open Time,17:55:00
Multiplechoice Page Close Time,17:55:03
Pedagogical Page Open Time,17:55:03
Pedagogical Page Close Time,17:55:03
Parte 6,17:55:03
Pedagogical Page Open Time,17:55:03
Pedagogical Page Close Time,17:55:04

Parte 1,18:08:54
Pedagogical Page Open Time,18:08:54
Pedagogical Page Close Time,18:08:55
Multiplechoice Page Open Time,18:08:55
Multiplechoice Page Close Time,18:08:56
Parte 2,18:08:56
Pedagogical Page Open Time,18:08:56
Pedagogical Page Close Time,18:08:56
Pedagogical2 Page Open Time,18:08:56
Pedagogical2 Page Close Time,18:08:57
Parte 3,18:08:57
Pedagogical Page Open Time,18:08:57
Pedagogical Page Close Time,18:08:57
Multiplechoice Page Open Time,18:08:57
Multiplechoice Page Close Time,18:08:59
Parte 4,18:08:59
Draganddrop Page Open Time,18:08:59
Draganddrop Page Close Time,18:09:11
Pedagogical Page Open Time,18:09:11
Pedagogical Page Close Time,18:09:11
Parte 5,18:09:11
Multiplechoice Page Open Time,18:09:11
Multiplechoice Page Close Time,18:09:13
Pedagogical Page Open Time,18:09:13
Pedagogical Page Close Time,18:09:14
Parte 6,18:09:14
Pedagogical Page Open Time,18:09:14
Pedagogical Page Close Time,18:09:14

Parte 1,18:13:05
Pedagogical Page Open Time,18:13:05
Pedagogical Page Close Time,18:13:07
Multiplechoice Page Open Time,18:13:07
Multiplechoice Page Close Time,18:13:08
Parte 2,18:13:08
Pedagogical Page Open Time,18:13:08
