event,time
Parte 1,21:16:21
Parte 2,21:16:22
Parte 3,21:16:23
Checkbox Selected: valor.,21:16:26
Incorrect Drop Event: edad,21:16:28
Incorrect Drop Event: edad,21:16:29
Correct Drop Event: edad,21:16:31
Correct Drop Event: 18,21:16:31
Parte 4,21:16:32
Incorrect Answer Selected: ____,21:16:33
Incorrect Answer Selected: ____,21:16:33
Incorrect Answer Selected: ____,21:16:33
Incorrect Answer Selected: ____,21:16:33
Incorrect Answer Selected: ____,21:16:33
Incorrect Answer Selected: ____,21:16:33
Incorrect Answer Selected: ____,21:16:33
Incorrect Answer Selected: ____,21:16:34
Incorrect Answer Selected: ____,21:16:34
Correct Answer Selected: 2028,21:16:38
Parte 5,21:16:38
Checkbox Selected: 42,21:16:43
Checkbox Selected: 42,21:16:43
Checkbox Selected: 42,21:16:43
Checkbox Selected: 24,21:16:46
Parte 6,21:16:46
Checkbox Selected: 12,21:16:50
Parte 7,21:16:53
Checkbox Selected: % de humedad ambiental,21:16:56
Checkbox Selected: % de humedad ambiental,21:16:56
Checkbox Selected: % de humedad ambiental,21:16:56
Checkbox Selected: un_nombre_variable,21:16:58
Parte 8,21:16:58
Checkbox Selected: Balance: 200€,21:17:01
Checkbox Selected: Balance: 200€,21:17:01
Checkbox Selected: Balance: 200€,21:17:01
Checkbox Selected: Balance: € 200,21:17:03
Parte 9,21:17:03

Parte 1,21:17:19
Parte 2,21:17:21
Parte 3,21:17:21
Checkbox Selected: valor.,21:17:24
Correct Drop Event: edad,21:17:28
Correct Drop Event: 18,21:17:28
Parte 4,21:17:29
Correct Answer Selected: 2028,21:17:31
Parte 5,21:17:32
Checkbox Selected: 42,21:17:38
Checkbox Selected: 0,21:17:40
Checkbox Selected: 24,21:17:42
Parte 6,21:17:42
Checkbox Selected: 12,21:17:45
Parte 7,21:17:46
Checkbox Selected: % de humedad ambiental,21:17:48
Checkbox Selected: % de humedad ambiental,21:17:48
Checkbox Selected: un_nombre_variable,21:17:51
Parte 8,21:17:52
Checkbox Selected: Balance: 200€,21:17:55
Checkbox Selected: Balance: 200€,21:17:55
Checkbox Selected: Balance: € 200,21:18:18
Parte 9,21:18:18

