reviewId,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob,End_Pos
d72f0ef8-fd5d-4b82-8a6c-c52c4b100040,Data Camp,0,,ORG,0.9893963634967804,9.0
d72f0ef8-fd5d-4b82-8a6c-c52c4b100040,Data Camp,332,,MISC,0.8631334006786346,341.0
d72f0ef8-fd5d-4b82-8a6c-c52c4b100040,camp,380,,MISC,0.7435939311981201,384.0
8d68acfe-0116-41da-afa9-c48c5cad3d9f,DataCamp,29,,ORG,0.9703229665756226,37.0
3305026f-8e60-42cd-9d45-86bd22d71e18,DataCamp,0,,ORG,0.7865474224090576,8.0
3305026f-8e60-42cd-9d45-86bd22d71e18,Python,100,,MISC,0.9999102354049683,106.0
3305026f-8e60-42cd-9d45-86bd22d71e18,SQL,108,,MISC,0.998508632183075,111.0
3305026f-8e60-42cd-9d45-86bd22d71e18,PowerBI,113,,MISC,0.9998911619186401,120.0
3305026f-8e60-42cd-9d45-86bd22d71e18,R,122,,MISC,0.9994307160377502,123.0
3305026f-8e60-42cd-9d45-86bd22d71e18,PySpark,125,,MISC,0.9999291896820068,132.0
0e771964-6bd5-4206-866e-a588cddd812b,Python,142,,MISC,0.9999397993087769,148.0
57540d60-412f-4a69-9e2d-caca81c85170,DataCamp,0,,MISC,0.9999054670333862,8.0
8c59e5ec-dfa3-42c8-ab6c-44cc257cb20f,Data Camp,132,,ORG,0.9998421370983124,141.0
1d7b9dda-6546-489b-95fa-cb39faf81205,Data Camp,75,,ORG,0.9999749660491943,84.0
5af64560-1dfd-41da-a042-8fcf0088258d,Data Camp,0,,MISC,0.999428004026413,9.0
be9ce5e5-da53-4ef4-ac28-4cfb89310053,English,66,,MISC,0.9999945163726807,73.0
342294d8-7f36-42e7-9791-9d0be4fa4753,Mobile App,57,,MISC,0.9867381751537323,67.0
916a8c1f-b33d-4c24-ada9-1f4346c71e2b,ONE'S,453,,MISC,0.6925032734870911,458.0
4adeb8a7-a358-4695-9089-f30669204661,R,167,,MISC,0.999582827091217,168.0
43617eb0-c947-4809-a47e-dc314e7aa95e,Datacamp,0,,ORG,0.9784352779388428,8.0
d30ff620-11cb-4cb3-9732-55e5c4eb77bf,Datacamp App,4,,MISC,0.9998998045921326,16.0
83a189b5-0d71-42d0-a8d2-12864d5cdfdc,Wrost,0,,ORG,0.9882444143295288,5.0
