reviewId,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob,End_Pos
1,Python,135,,MISC,0.9998537302017212,141.0
1,HTML,372,,MISC,0.9177462458610535,376.0
1,Sololearn,630,,ORG,0.6108112335205078,639.0
2,Pro,9,,MISC,0.9945355653762817,12.0
2,iOS,883,,MISC,0.9911518692970276,886.0
5,Programming Hub,159,,ORG,0.746368020772934,174.0
5,Programming Hub,426,,ORG,0.9997603297233582,441.0
7,C,58,,MISC,0.8359057307243347,59.0
7,HTML,131,,MISC,0.9876190423965454,135.0
7,CSS,140,,MISC,0.977055549621582,143.0
9,JavaScript,41,,MISC,0.999947190284729,51.0
9,Pluralsight,169,,MISC,0.9987412095069885,180.0
9,Mimo,222,,MISC,0.9994188547134399,226.0
9,JavaScript,587,,MISC,0.999964714050293,597.0
10,DogCat,100,,MISC,0.9403918981552124,106.0
10,WORDSMITHS,194,,PER,0.9998389482498169,204.0
11,Java,91,,MISC,0.9999805688858032,95.0
11,Java,150,,MISC,0.9999700784683228,154.0
12,MySpace,131,,ORG,0.9993971586227417,138.0
14,Facebook,55,,ORG,0.6877058148384094,63.0
14,Facebook,108,,ORG,0.574047863483429,116.0
14,Facebook,330,,MISC,0.9959989786148071,338.0
14,Facebook Thing,468,,MISC,0.9999508857727051,482.0
16,English,51,,MISC,0.9999961853027344,58.0
16,iOS,315,,MISC,0.9995249509811401,318.0
16,Pro,519,,MISC,0.7441660165786743,522.0
17,iOS 15,96,,MISC,0.9999178051948547,102.0
17,iPhone 12 Pro Max,107,,MISC,0.9997147768735886,124.0
18,UDAAP,352,,MISC,0.9998906850814819,357.0
21,ProgramingHub,20,,MISC,0.9997228980064392,33.0
22,Apple,150,,ORG,0.9999884366989136,155.0
27,Unity,248,,MISC,0.9998794794082642,253.0
27,Unreal engine,272,,MISC,0.9692300260066986,285.0
27,Unreal Engine,386,,MISC,0.9999778866767883,399.0
28,Chinese,467,,MISC,0.9999942779541016,474.0
28,Apple App Store,497,,ORG,0.9998305638631185,512.0
29,iPhone 11 Pro Max,225,,MISC,0.9976605623960495,242.0
31,Alzheimer's.,46,,MISC,0.9106029272079468,58.0
31,Apple-Microsoft,169,,MISC,0.9912881255149841,184.0
32,Programming Hub,49,,MISC,0.9988647401332855,64.0
35,Java,293,,MISC,0.9999450445175171,297.0
38,Facebook,77,,ORG,0.9806177020072937,85.0
38,apple,103,,ORG,0.8956035375595093,108.0
39,HTML,39,,MISC,0.9133403301239014,43.0
39,CSS,48,,MISC,0.9733673334121704,51.0
39,Javascript,92,,MISC,0.9999250173568726,102.0
40,Goode,68,,ORG,0.999559223651886,73.0
40,Ben,130,,PER,0.9999886751174927,133.0
41,iran,64,,LOC,0.9999302625656128,68.0
41,english,266,,MISC,0.9262699484825134,273.0
45,ProgrammingHub,61,,ORG,0.9980327486991882,75.0
45,Tanyalei,271,,PER,0.9995430707931519,279.0
49,John,14,,PER,0.9999245405197144,18.0
49,Lily,24,,PER,0.9999353885650635,28.0
49,John,35,,PER,0.9995604157447815,39.0
49,Lily,160,,PER,0.9998903274536133,164.0
49,John,231,,PER,0.9998635053634644,235.0
49,John,307,,PER,0.9998831748962402,311.0
51,iOS,131,,MISC,0.9993496537208557,134.0
62,ProgrammingHub,6,,MISC,0.9847248196601868,20.0
63,ProgramingHub,14,,ORG,0.9843444228172302,27.0
67,App Store,81,,ORG,0.5983804166316986,90.0
69,Python,38,,MISC,0.9999147653579712,44.0
69,JavaScript,46,,MISC,0.999869704246521,56.0
69,C,58,,MISC,0.9799326658248901,59.0
69,C,62,,MISC,0.9169161319732666,63.0
69,Human,123,,MISC,0.8671226501464844,128.0
69,JavaScript,174,,MISC,0.9999216794967651,184.0
81,apple,161,,ORG,0.9991528987884521,166.0
83,Java,113,,MISC,0.9999550580978394,117.0
88,App Store,59,,MISC,0.8571300506591797,68.0
94,Python,49,,MISC,0.9999872446060181,55.0
96,Duolingo,212,,MISC,0.9831316471099854,220.0
105,ProgrammingHub,149,,ORG,0.9929261207580566,163.0
113,English,116,,MISC,0.999994158744812,123.0
113,App Store,202,,MISC,0.9224952757358551,211.0
121,ProgramingHub,50,,ORG,0.9939054846763611,63.0
121,Java,191,,MISC,0.999226450920105,195.0
121,Program Hub,205,,ORG,0.9995736479759216,216.0
121,Java,319,,MISC,0.9998345375061035,323.0
121,Java,343,,MISC,0.9997697472572327,347.0
122,JavaScript,24,,MISC,0.9999306201934814,34.0
124,Premium,47,,MISC,0.5944746732711792,54.0
124,iOS,148,,MISC,0.999929666519165,151.0
124,ZenDesk,211,,ORG,0.7289684414863586,218.0
124,Apple,363,,ORG,0.9999881982803345,368.0
126,iOS,127,,MISC,0.998496413230896,130.0
131,ProgramingHub,102,,ORG,0.9998936653137207,115.0
135,khab,307,,MISC,0.6039559245109558,311.0
165,iPhone 8 Plus,171,,MISC,0.9862606326738993,184.0
166,University of Phoenix,25,,ORG,0.9999908208847046,46.0
166,C,224,,MISC,0.8824338912963867,225.0
171,Unity,25,,MISC,0.9999808073043823,30.0
176,John,359,,PER,0.9997336268424988,363.0
198,IPad,110,,MISC,0.8560229539871216,114.0
198,JSON,121,,MISC,0.999841570854187,125.0
200,iOS,17,,MISC,0.999908447265625,20.0
203,HTML,108,,MISC,0.6627447605133057,112.0
203,Xs Max,202,,MISC,0.9998024106025696,208.0
203,IOS 13,214,,MISC,0.9982214570045471,220.0
225,Python,110,,MISC,0.9999065399169922,116.0
226,iPhone 7 +,156,,MISC,0.7939527829488119,165.0
229,Black Friday,61,,MISC,0.9999805092811584,73.0
231,ProgrammingHub,0,,MISC,0.9985927939414978,14.0
236,Mike Patel,151,,PER,0.999997079372406,161.0
240,Programming Hub,53,,ORG,0.9999889731407166,68.0
248,C ++,12,,MISC,0.9889066517353058,15.0
