reviewId,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob,End_Pos
0db8b062-150f-48e4-95d2-74df5d569b3d,Jhanker Mahbub,30,,PER,0.9999946355819702,44.0
760adf10-87c1-44ab-bef7-75f12f2fb7b9,Tnx,0,,LOC,0.9998365640640259,3.0
8854ecd4-cd0a-49c0-a7f5-a1f8d3a92870,Bangladeshi,27,,MISC,0.9999963045120239,38.0
8854ecd4-cd0a-49c0-a7f5-a1f8d3a92870,Jhankar Mahbub,50,,PER,0.9999960064888,64.0
17b73a66-0910-4726-8ece-c8a0c370f6a5,বাংলা,155,,MISC,0.9916525483131409,160.0
7ee50ea2-8fb5-4491-aea6-80152c6bd6b7,Unlock Pro Content,131,,MISC,0.9976310531298319,149.0
d187a4e2-a5a3-41cb-b7c7-72886bc0a9b5,Jhankar Mahub,28,,PER,0.9999938607215881,41.0
f5af2774-9061-4814-a1aa-bd3973929e47,Bengali,20,,MISC,0.9999946355819702,27.0
2d3448f3-7c40-4705-8546-b895dc0a716c,বাংলা,39,,MISC,0.9954153299331665,44.0
68bf2117-7f85-46a8-afb2-4f170cf654d7,Antik Mahmud,0,,PER,0.9922626912593842,12.0
b88d0bb4-04e2-4210-bfd3-3bf1ca60d7b0,Tkinter,231,,MISC,0.9984585046768188,238.0
44d9a5bd-683f-4ab8-90e9-2a18efb3dc4e,Google,0,,ORG,0.9911285638809204,6.0
456f7a84-b106-409e-952d-d6bddba6790a,Python,42,,MISC,0.9999781847000122,48.0
87604e89-12fc-4140-b1de-bcf209094bf7,english,17,,MISC,0.8425077795982361,24.0
9467f8b3-f1f7-4a4e-9356-d95ffaed3b94,HTML,98,,MISC,0.9994658827781677,102.0
36103641-ca44-42e8-8967-65e034bc015c,Byjus,80,,PER,0.9999823570251465,85.0
23f63d53-ee9f-428e-b0ff-3e3eba490417,programming Hero,79,,MISC,0.9954964816570282,95.0
435bb299-78a2-4d8a-8251-3c55b968476e,Bangladeshi,14,,MISC,0.9999948740005493,25.0
243bae73-7bf7-4be8-9e7d-d9daea76e8ef,Google,236,,ORG,0.9999661445617676,242.0
243bae73-7bf7-4be8-9e7d-d9daea76e8ef,TTS,367,,MISC,0.8651914596557617,370.0
ab3c01d7-ef3a-4130-bc81-97d2d50c87af,Nice,0,,ORG,0.9999711513519287,4.0
393874bc-d623-47a5-903b-03ece4afca9d,WildLearner,67,,MISC,0.9999629259109497,78.0
8735647a-9230-41f7-96a1-073968b71743,Bengali,4,,MISC,0.9999929666519165,11.0
8735647a-9230-41f7-96a1-073968b71743,Bengali,23,,MISC,0.9999938011169434,30.0
5c55b55f-d8a9-43e8-992f-fa23103debe5,Nice,0,,ORG,0.9999711513519287,4.0
f943fcdf-73c6-48a0-a15a-4f7a456be2e5,Christmas,30,,MISC,0.9806371927261353,39.0
43b3b6bd-de35-477e-a5d8-807671e601ad,Python,260,,MISC,0.999711811542511,266.0
5d33489c-6465-44ab-bd58-049857424d61,Español,76,,MISC,0.9999896287918091,83.0
2a74beb9-4181-47bd-baa5-72400ee1358d,FIFA,14,,ORG,0.9999853372573853,18.0
34779d47-f10f-47d2-a3d5-70dc6c3e7c0e,Java,36,,MISC,0.9999850988388062,40.0
19421b53-cd46-4e41-89b0-2b0d05d8aed7,India,53,,LOC,0.9999955892562866,58.0
e875ed27-051d-4b4f-9be0-ea10e5bb674f,Antiks Mahmud,15,,PER,0.9999138116836548,28.0
e7394085-237c-4351-a410-caf2cdc12f90,bcz,16,,ORG,0.6749597787857056,19.0
94f21aa5-f413-4fba-ab74-bbd192e4906e,GitHub,135,,MISC,0.9754839539527893,141.0
08e44d69-0e2b-4bf7-92c6-a5f46997fb21,Nice,0,,ORG,0.9999711513519287,4.0
596bc33f-1c3e-4cdc-bb7c-d10bd9ad3dfd,Black Friday,113,,MISC,0.9999792575836182,125.0
2c917158-7429-4150-a129-3b11c9bf6bec,Nigerian,20,,MISC,0.99998939037323,28.0
2c917158-7429-4150-a129-3b11c9bf6bec,Nigerian,83,,MISC,0.9999934434890747,91.0
3712bfa1-e949-4200-a2d3-08709f52d6f5,Grandma,73,,PER,0.7108140587806702,80.0
1689cf11-5830-40ac-8ffa-e8ddd7eb177c,Python.BTW,22,,MISC,0.999981164932251,32.0
1689cf11-5830-40ac-8ffa-e8ddd7eb177c,PYthonBTW,78,,MISC,0.9999755620956421,87.0
e102eab1-d5f1-4560-bf03-66f59ff60ccb,github,112,,ORG,0.8082261085510254,118.0
460ca7aa-2cd8-40d8-ae81-528be3a373bc,Jusu,0,,PER,0.9999780654907227,4.0
6c606d94-c4dd-4aa9-a0a1-e3a30f57f1fa,Bangladesh,24,,LOC,0.9999974966049194,34.0
6c606d94-c4dd-4aa9-a0a1-e3a30f57f1fa,Google,92,,ORG,0.9999887943267822,98.0
ccc01cb4-fd13-4c4e-a32d-53ea5975fa59,Grandma,147,,PER,0.9994149208068848,154.0
ea2eea1f-48cf-47ef-ad87-d737860352db,Bangladeshi,11,,MISC,0.9999967813491821,22.0
976070dc-1692-4b79-b4a1-a9f4718bea62,Python,70,,MISC,0.9997712969779968,76.0
26bd38f7-5598-4cc0-abec-8f47599c98ea,Hero,19,,ORG,0.999265730381012,23.0
b85b0170-f320-4a9b-b48d-fa30e132f000,Jhankar Mahbub,0,,PER,0.9999884366989136,14.0
8659877b-589d-47b2-adc4-1b591eec8394,IU,152,,ORG,0.9942449927330017,154.0
8351a9a5-e345-4f37-a1e3-b0e553e0a098,Programming hero,0,,MISC,0.9993047118186951,16.0
d329d895-341c-49b9-a750-ba58d454ca2a,Python,0,,MISC,0.9998167157173157,6.0
a7f4ca3b-c196-40f5-b144-7c1fc06cee7a,INDIA,16,,LOC,0.9999932050704956,21.0
a7f4ca3b-c196-40f5-b144-7c1fc06cee7a,Tamil Nadu,24,,LOC,0.999981164932251,34.0
a7f4ca3b-c196-40f5-b144-7c1fc06cee7a,Kanyakumari,36,,LOC,0.9996095299720764,47.0
a7f4ca3b-c196-40f5-b144-7c1fc06cee7a,YT,62,,ORG,0.9368739128112793,64.0
f5bbdbb0-266b-41a4-a336-aae988ded810,God,72,,PER,0.9967027306556702,75.0
06475f5f-4c7c-4adb-9f58-68043e421221,Python,42,,MISC,0.9999754428863525,48.0
69688037-7c1d-47bc-bd28-f0dfcfe3e042,Jhankar Mahbub,11,,PER,0.9999946355819702,25.0
42614f04-5028-40b6-a128-0622f261bd03,Python,6,,MISC,0.9997853636741638,12.0
45e3ade1-30cf-4c59-b19b-88f69016fe5c,jhonkar mahabub Vai,11,,PER,0.999965230623881,30.0
ef88ac40-15c4-4b7a-a7df-44dfe1367a41,nodeJS,274,,MISC,0.996368408203125,280.0
ef88ac40-15c4-4b7a-a7df-44dfe1367a41,Vue,347,,MISC,0.9999842643737793,350.0
ef88ac40-15c4-4b7a-a7df-44dfe1367a41,ReactJs,354,,MISC,0.9999834299087524,361.0
317d1aa4-31e3-48fe-83d7-72f4f86bf8e3,Jhangar Mahbub,16,,PER,0.9999951124191284,30.0
df316f18-6494-44d7-85c3-c66700cced69,Sotti,0,,LOC,0.9994081258773804,5.0
87e21fbb-2cf8-4f53-8754-09c13c8d031d,Bangladesh,79,,LOC,0.9999974966049194,89.0
5a6f132b-0bbf-4d47-89fb-7f8e9b701efc,Google,0,,ORG,0.9999868869781494,6.0
1077dc09-999a-4025-84fa-9194619d567b,Golang,5,,PER,0.9999030828475952,11.0
57ee346c-3173-4bea-9dcb-325c29245cbd,Amzing,0,,ORG,0.9999923706054688,6.0
28f92c9e-cbbf-4d56-9dfe-dc4499b5eb1d,God,118,,PER,0.9841731786727905,121.0
b26e0e8b-23d2-43bc-ac49-e54abe1be20a,Mahbub,39,,PER,0.9995995163917542,45.0
7978aac1-ad58-4e70-b2e7-31c8bb77e9cd,CLI,82,,MISC,0.9863296151161194,85.0
