event,time
Parte 1,14:37:14
Parte 2,14:37:47
Parte 3,14:37:53
Checkbox Selected: valor.,14:38:00
Correct Drop Event: edad,14:38:23
Correct Drop Event: 18,14:38:23
Parte 4,14:38:24
Correct Answer Selected: 2028,14:38:49
Parte 5,14:38:50
Checkbox Selected: 24,14:39:40
Parte 6,14:39:41
Checkbox Selected: 12,14:40:44
Parte 7,14:42:09
Checkbox Selected: % de humedad ambiental,14:42:22
Checkbox Selected: un_nombre_variable,14:42:28
Parte 8,14:42:43
Checkbox Selected: Balance: € 200,14:43:00
Parte 9,14:43:45

Parte 1,12:55:52
Parte 2,12:55:54
Parte 3,12:55:56
Checkbox Selected: valor.,12:56:02
Correct Drop Event: edad,12:56:15
Correct Drop Event: 18,12:56:15
Parte 4,12:56:16
Correct Answer Selected: 2028,12:56:31
Parte 5,12:56:32
Checkbox Selected: 24,12:56:42
Parte 6,12:56:42
Checkbox Selected: 12,12:56:51
Parte 7,12:56:56
Checkbox Selected: un_nombre_variable,12:59:48
Parte 8,12:59:50
Checkbox Selected: Balance: € 200,12:59:54
Parte 9,12:59:55

