Unnamed: 0,reviewId,userName,userImage,review,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,standardizedReview
0,8d1a021a-45d7-4b5c-8585-6451cdb52046,Aidan Lile,https://play-lh.googleusercontent.com/a/AGNmyxanYPuj0e2vg0AQef0K_stGDr9gYU3i4Lck1K5t=mo,"Absolutely amazing app. As a kid with no programming experience, and someone who has wanted to learn one for a multitude of purposes, I think this app is perfect for a beginner and with the programming capabilites of a computer, you could change the world, with an app.",5,0,pythonx_1.2.3,2023-03-25 13:34:31,,,POSITIVE,absolutely amazing app kid programming experience someone wanted learn one multitude purposes think app perfect beginner programming capabilites computer could change world app
1,b9d77487-c045-4d82-b306-8c1fe062e8dc,CREPER VICIADOBR,https://play-lh.googleusercontent.com/a-/ACB-R5T874peyyGHEel-K86hXWm7nqvW9-AEapZpGx0chA,"Simples e prático, ameii",5,0,pythonx_1.2.3,2023-03-25 11:20:54,,,POSITIVE,simples e pratico ameii
2,ec0881eb-78e1-4777-a870-5d5d56504214,John Tyler,https://play-lh.googleusercontent.com/a/AGNmyxY7sI7WeEUNwR94qdRuf_s0D37ElWl5JAiMaxvR=mo,Easy to learn and makes learning interesting and understandable.,5,0,pythonx_1.2.3,2023-03-25 10:12:41,,,POSITIVE,easy learn makes learning interesting understandable
3,06e0e932-878e-477d-b502-8773c8af5931,Sidakdeep Pahuja,https://play-lh.googleusercontent.com/a-/ACB-R5RyHBOc7n-mAUU90SPoh49UDAnSznjQ1-aYDWVVrg,"""Best for learning py. And it's very easy to learn""",5,0,pythonx_1.2.3,2023-03-24 14:06:32,,,POSITIVE,best learning py easy learn
4,ce9e322b-373d-4252-933c-b766cacb46f6,Anup Kumar,https://play-lh.googleusercontent.com/a/AGNmyxYgITNBwXtvxIkcUeI2xkVqm9jKxhfmv7nsySMM=mo,Hope this app do wonders for me in the highly demandable job market. Keep me in your prayers. I wish all the success for this app..,3,0,pythonx_1.2.3,2023-03-24 11:15:05,,,POSITIVE,hope app wonders highly demandable job market keep prayers wish success app
5,17d89e1a-aff9-4a65-9e89-1e77921c7260,Mind Reader,https://play-lh.googleusercontent.com/a-/ACB-R5RxguLhgNgp6gzQnom6VkcmQjRk5ZzfTxmg_od1,Amazing very useful for new learners,5,0,pythonx_1.2.3,2023-03-24 04:34:44,"Hi, we are happy to know that you found our app useful. Please help us by spreading the word amongst your friends. If you have any feedback or suggestions, please write to us at hello@codingx.app. We would love to hear from you!",2023-03-24 08:34:43,POSITIVE,amazing useful new learners
6,7ec2ed30-f2e1-4699-a32f-229504bf7fc4,Lex Rovi,https://play-lh.googleusercontent.com/a-/ACB-R5TPv-VBeSV17JhufFwsJnpxQ-_zxOMdH8aD-yy8,Detailed and informative.,5,0,pythonx_1.2.3,2023-03-23 23:34:33,"Hi Lex, Thanks for your download and feedback.
",2023-03-24 08:35:13,POSITIVE,detailed informative
7,3663c2f2-79bb-487f-ae43-1239481d9f4d,Balaji R,https://play-lh.googleusercontent.com/a-/ACB-R5S9dRNetO9_SsbqM1BEgY-Ut4U8IOBWtTl52jHJkQ,It is good but does the certificate valid in jobs?,5,0,pythonx_1.2.3,2023-03-23 22:12:46,,,POSITIVE,good certificate valid jobs
8,403a57b8-6eeb-43a3-aff4-85ef00c3ddf6,Kayla Adotey,https://play-lh.googleusercontent.com/a/AGNmyxbXB9ACSgM2g0PzJRHnLsLxOCmu-VO7YOl5TGVW=mo,Great,5,0,,2023-03-23 10:06:14,"Hi Kayla, We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at hello@codingx.app!
Have a wonderful day!",2023-03-23 12:44:59,POSITIVE,great
9,4a9eef13-375e-49ac-ae9c-9f78391b3167,Tracy Jardine,https://play-lh.googleusercontent.com/a/AGNmyxZL5Wfn8zKOuW4PiyGXlswPiiZc8HEwO0dIc56D=mo,"Paid for Pro version and can't even access any of the lessons. I sit there and tap on each one, and nothing happens",1,0,pythonx_1.2.3,2023-03-23 03:19:42,"Hi Tracy, sorry for the inconvenience. Please restart and reinstall the app. If the issue still persists let us know at hello@codingx.app",2023-03-23 12:46:27,NEGATIVE,paid pro version cant even access lessons sit tap one nothing happens
