"Modulo 1, Leccion 1",
Parte 1,16:16:07
Pedagogical Page Open Time,16:16:07
Pedagogical Page Close Time,16:16:10
Multiplechoice Page Open Time,16:16:10
Checkbox Selected: Un lenguaje utilizado por los humanos para comunicarse con las maquinas.,16:16:12
Multiplechoice Page Close Time,16:16:13
Parte 2,16:16:13
Pedagogical Page Open Time,16:16:13
Pedagogical Page Close Time,16:16:16
Pedagogical2 Page Open Time,16:16:16
Pedagogical2 Page Close Time,16:16:16
Parte 3,16:16:16
Pedagogical Page Open Time,16:16:16
Pedagogical Page Close Time,16:16:17
Multiplechoice Page Open Time,16:16:17
Checkbox Selected: Falso,16:16:18
Checkbox Selected: Falso,16:16:19
Checkbox Selected: Verdadero,16:16:20
Multiplechoice Page Close Time,16:16:21
Parte 4,16:16:21
Draganddrop Page Open Time,16:16:21
Correct Answer Selected: print(729),16:16:23
Draganddrop Page Close Time,16:16:24
Pedagogical Page Open Time,16:16:24
Pedagogical Page Close Time,16:16:24
Parte 5,16:16:24
Multiplechoice Page Open Time,16:16:24
Checkbox Selected: punto y coma ;,16:16:27
Checkbox Selected: comillas '' ,16:16:29
Multiplechoice Page Close Time,16:16:30
Pedagogical Page Open Time,16:16:30
Pedagogical Page Close Time,16:16:31
Parte 6,16:16:31
Pedagogical Page Open Time,16:16:31
Pedagogical Page Close Time,16:16:33

"Modulo 1, Leccion 1",
Parte 1,16:16:42
Pedagogical Page Open Time,16:16:42
Pedagogical Page Close Time,16:16:44
Pedagogical2 Page Open Time,16:16:44
Pedagogical2 Page Close Time,16:16:45
Parte 2,16:16:45
Completeblankspace Page Open Time,16:16:45
Completeblankspace Page Close Time,16:16:49
Pedagogical Page Open Time,16:16:49
Pedagogical Page Close Time,16:16:49
Parte 3,16:16:49
Draganddrop Page Open Time,16:16:49
Parte 2,16:16:49
Correct Answer Selected: +,16:16:49
Parte 3,16:16:50
Incorrect Answer Selected: print(42 <Espacio para respuesta> 3),16:16:50
Incorrect Answer Selected: print(42 <Espacio para respuesta> 3),16:16:50
Incorrect Answer Selected: print(42 <Espacio para respuesta> 3),16:16:50
Draganddrop Page Close Time,16:16:54
Pedagogical Page Open Time,16:16:54
Pedagogical Page Close Time,16:16:54
Parte 4,16:16:54
Multiplechoice Page Open Time,16:16:54
Correct Answer Selected: print(42 * 3),16:16:54
Multiplechoice Page Close Time,16:16:58
Pedagogical Page Open Time,16:16:58
Correct Answer Selected: 4.0,16:16:58
Pedagogical Page Close Time,16:16:59
Parte 5,16:16:59
Draganddrop Page Open Time,16:16:59
Draganddrop Page Close Time,16:17:04
Correct Answer Selected: Entero:2,16:17:04
Correct Answer Selected: Flotante:3.14,16:17:04
Pedagogical Page Open Time,16:17:05
Pedagogical Page Close Time,16:17:05
Parte 6,16:17:05
Pedagogical Page Open Time,16:17:05
Pedagogical Page Close Time,16:17:06
Pedagogical2 Page Open Time,16:17:06
Pedagogical2 Page Close Time,16:17:07
Parte 7,16:17:07
Pedagogical Page Open Time,16:17:07
Pedagogical Page Close Time,16:17:08

"Modulo 1, Leccion 1",
Parte 1,16:24:50
Pedagogical Page Open Time,16:24:50
Pedagogical Page Close Time,16:24:51
Pedagogical2 Page Open Time,16:24:51
Pedagogical2 Page Close Time,16:24:51
Parte 2,16:24:51
Multiplechoice Page Open Time,16:24:51
Checkbox Selected: 'Viernes',16:24:53
Checkbox Selected: 'The Lord of the Rings',16:24:53
Multiplechoice Page Close Time,16:24:54
Pedagogical Page Open Time,16:24:54
Pedagogical Page Close Time,16:24:55
Parte 3,16:24:55
Draganddrop Page Open Time,16:24:55
Correct Drop Event: Water,16:25:03
Correct Drop Event: +,16:25:03
Correct Drop Event: Park,16:25:03
Draganddrop Page Close Time,16:25:04
Pedagogical Page Open Time,16:25:04
Pedagogical Page Close Time,16:25:04
Parte 4,16:25:04
Multiplechoice Page Open Time,16:25:04
Multiplechoice Page Close Time,16:25:09
Draganddrop Page Open Time,16:25:09
Checkbox Selected: '100',16:25:09
Checkbox Selected: 'Manzana',16:25:09
Draganddrop Page Close Time,16:25:15
Parte 5,16:25:15
Pedagogical Page Open Time,16:25:15
Pedagogical Page Close Time,16:25:15
Pedagogical2 Page Open Time,16:25:15
Correct Answer Selected: 100,16:25:15
Correct Answer Selected: 100.00,16:25:15
Correct Answer Selected: 'cien',16:25:15
Pedagogical2 Page Close Time,16:25:16
Parte 6,16:25:16
Pedagogical Page Open Time,16:25:16
Pedagogical Page Close Time,16:25:17

