"Modulo modulo_1, Leccion 1",
Parte 1,01:04:58
Pedagogical Page Open Time,01:04:58
Pedagogical Page Close Time,01:05:16
Multiplechoice Page Open Time,01:05:16
Checkbox Selected: Un lenguaje utilizado por los humanos para comunicarse con las maquinas.,01:05:18
Multiplechoice Page Close Time,01:05:20
Parte 2,01:05:20
Pedagogical Page Open Time,01:05:20
Pedagogical Page Close Time,01:05:22
Pedagogical2 Page Open Time,01:05:22
Pedagogical2 Page Close Time,01:05:23
Parte 3,01:05:23
Pedagogical Page Open Time,01:05:23
Pedagogical Page Close Time,01:05:23
Multiplechoice Page Open Time,01:05:23
Checkbox Selected: Verdadero,01:05:26
Multiplechoice Page Close Time,01:05:27
Parte 4,01:05:27
Draganddrop Page Open Time,01:05:27
Correct Answer Selected: print(729),01:05:29
Draganddrop Page Close Time,01:05:30
Pedagogical Page Open Time,01:05:30
Pedagogical Page Close Time,01:05:31
Parte 5,01:05:31
Multiplechoice Page Open Time,01:05:31
Checkbox Selected: comillas '' ,01:05:36
Multiplechoice Page Close Time,01:05:38
Pedagogical Page Open Time,01:05:38
Pedagogical Page Close Time,01:05:39
Parte 6,01:05:39
Pedagogical Page Open Time,01:05:39
Pedagogical Page Close Time,01:05:39

