"Modulo 1, Leccion 1",
Parte 1,22:34:14
Pedagogical Page Open Time,22:34:14
Pedagogical Page Close Time,22:34:15
Multiplechoice Page Open Time,22:34:15
Checkbox Selected: Un lenguaje utilizado por los humanos para comunicarse con las maquinas.,22:34:21
Multiplechoice Page Close Time,22:34:22
Parte 2,22:34:22
Pedagogical Page Open Time,22:34:22
Pedagogical Page Close Time,22:34:22
Pedagogical2 Page Open Time,22:34:22
Pedagogical2 Page Close Time,22:34:23
Parte 3,22:34:23
Pedagogical Page Open Time,22:34:23
Pedagogical Page Close Time,22:34:23
Multiplechoice Page Open Time,22:34:23
Multiplechoice Page Close Time,22:34:26
Parte 4,22:34:26
Draganddrop Page Open Time,22:34:26
Parte 3,22:34:26
Checkbox Selected: Verdadero,22:34:26
Draganddrop Page Close Time,22:34:29
Pedagogical Page Open Time,22:34:29
Parte 4,22:34:29
Correct Answer Selected: print(729),22:34:29
Pedagogical Page Close Time,22:34:30
Parte 5,22:34:30
Multiplechoice Page Open Time,22:34:30
Checkbox Selected: comillas '' ,22:34:32
Multiplechoice Page Close Time,22:34:34
Pedagogical Page Open Time,22:34:34
Pedagogical Page Close Time,22:34:35
Parte 6,22:34:35
Pedagogical Page Open Time,22:34:35
Pedagogical Page Close Time,22:34:39

"Modulo 1, Leccion 2",
Parte 1,22:34:44
Pedagogical Page Open Time,22:34:44
Pedagogical Page Close Time,22:34:46
Pedagogical2 Page Open Time,22:34:46
Pedagogical2 Page Close Time,22:34:47
Parte 2,22:34:47
Completeblankspace Page Open Time,22:34:47
Correct Answer Selected: +,22:34:49
Completeblankspace Page Close Time,22:34:50
Pedagogical Page Open Time,22:34:50
Pedagogical Page Close Time,22:34:50
Parte 3,22:34:50
Draganddrop Page Open Time,22:34:50
Correct Answer Selected: print(42 * 3),22:34:52
Draganddrop Page Close Time,22:34:53
Pedagogical Page Open Time,22:34:53
Pedagogical Page Close Time,22:34:53
Parte 4,22:34:53
Multiplechoice Page Open Time,22:34:53
Multiplechoice Page Close Time,22:34:55
Pedagogical Page Open Time,22:34:55
Correct Answer Selected: 4.0,22:34:55
Pedagogical Page Close Time,22:34:56
Parte 5,22:34:56
Draganddrop Page Open Time,22:34:56
Correct Answer Selected: Entero:2,22:34:59
Correct Answer Selected: Flotante:3.14,22:34:59
Draganddrop Page Close Time,22:35:00
Pedagogical Page Open Time,22:35:00
Pedagogical Page Close Time,22:35:00
Parte 6,22:35:00
Pedagogical Page Open Time,22:35:00
Pedagogical Page Close Time,22:35:01
Pedagogical2 Page Open Time,22:35:01
Pedagogical2 Page Close Time,22:35:02
Parte 7,22:35:02
Pedagogical Page Open Time,22:35:02
Pedagogical Page Close Time,22:35:03

"Modulo 1, Leccion 1",
Parte 1,23:37:00
Pedagogical Page Open Time,23:37:00
Pedagogical Page Close Time,23:37:01
Multiplechoice Page Open Time,23:37:01
Checkbox Selected: Un lenguaje utilizado por las maquinas para comunicarse con los extraterrestres.,23:37:13
Checkbox Selected: Un lenguaje utilizado por las maquinas para comunicarse con los extraterrestres.,23:37:13
Checkbox Selected: Un lenguaje utilizado por los humanos para comunicarse con las maquinas.,23:37:14
Multiplechoice Page Close Time,23:37:15
Parte 2,23:37:15
Pedagogical Page Open Time,23:37:15
Pedagogical Page Close Time,23:37:15
Pedagogical2 Page Open Time,23:37:15
Pedagogical2 Page Close Time,23:37:16
Parte 3,23:37:16
Pedagogical Page Open Time,23:37:16
Pedagogical Page Close Time,23:37:16
Multiplechoice Page Open Time,23:37:16
Multiplechoice Page Close Time,23:37:19
Parte 4,23:37:19
Draganddrop Page Open Time,23:37:19
Parte 3,23:37:19
Checkbox Selected: Verdadero,23:37:19
Draganddrop Page Close Time,23:37:21
Pedagogical Page Open Time,23:37:21
Pedagogical Page Close Time,23:37:21
Parte 5,23:37:21
Multiplechoice Page Open Time,23:37:21
Parte 4,23:37:21
Correct Answer Selected: print(729),23:37:21
Parte 5,23:37:23
Checkbox Selected: comillas '' ,23:37:23
Multiplechoice Page Close Time,23:37:24
Pedagogical Page Open Time,23:37:24
Pedagogical Page Close Time,23:37:24
Parte 6,23:37:24
Pedagogical Page Open Time,23:37:24
Pedagogical Page Close Time,23:37:25

"Modulo 1, Leccion 3",
Parte 1,10:38:37
Pedagogical Page Open Time,10:38:37
Pedagogical Page Close Time,10:38:38
Pedagogical2 Page Open Time,10:38:38
Pedagogical2 Page Close Time,10:38:39
Parte 2,10:38:39
Multiplechoice Page Open Time,10:38:39
Multiplechoice Page Close Time,10:38:42
Pedagogical Page Open Time,10:38:42
Checkbox Selected: 'Viernes',10:38:42
Checkbox Selected: 'The Lord of the Rings',10:38:42
Pedagogical Page Close Time,10:38:43
Parte 3,10:38:43
Draganddrop Page Open Time,10:38:43
Draganddrop Page Close Time,10:38:48
Pedagogical Page Open Time,10:38:48
Pedagogical Page Close Time,10:38:48
Parte 4,10:38:48
Multiplechoice Page Open Time,10:38:48
Correct Drop Event: Water,10:38:48
Correct Drop Event: +,10:38:48
Correct Drop Event: Park,10:38:48
Checkbox Selected: '100',10:38:52
Checkbox Selected: 'Manzana',10:38:52
Multiplechoice Page Close Time,10:38:53
Draganddrop Page Open Time,10:38:53
Correct Answer Selected: 100,10:39:41
Correct Answer Selected: 100.00,10:39:41
Correct Answer Selected: 'cien',10:39:41
Draganddrop Page Close Time,10:39:42
Parte 5,10:39:42
Pedagogical Page Open Time,10:39:42
Pedagogical Page Close Time,10:39:43
Pedagogical2 Page Open Time,10:39:43
Pedagogical2 Page Close Time,10:39:43
Parte 6,10:39:43
Pedagogical Page Open Time,10:39:43
Pedagogical Page Close Time,10:39:44

"Modulo 1, Leccion 4",
Parte 1,10:39:48
Pedagogical Page Open Time,10:39:48
Pedagogical Page Close Time,10:39:55
Draganddrop Page Open Time,10:39:55
Draganddrop Page Close Time,10:40:21
Parte 2,10:40:21
Pedagogical Page Open Time,10:40:21
Correct Answer Selected: Entero,10:40:21
Correct Answer Selected: Flotante,10:40:21
Correct Answer Selected: Cadena,10:40:21
Pedagogical Page Close Time,10:40:22
Draganddrop Page Open Time,10:40:22
Correct Drop Event: print('Nosotros somos los campeones amigos'),10:40:27
Correct Drop Event: print('Y seguiremos luchando hasta el final'),10:40:27
Correct Drop Event: print('Somos los campeones'),10:40:27
Draganddrop Page Close Time,10:40:28
Parte 3,10:40:28
Pedagogical Page Open Time,10:40:28
Pedagogical Page Close Time,10:40:29
Completeblankspace Page Open Time,10:40:29
Completeblankspace Page Close Time,10:40:37
Parte 4,10:40:37
Pedagogical Page Open Time,10:40:37
Correct Answer Selected: print,10:40:37
Pedagogical Page Close Time,10:40:38
Draganddrop Page Open Time,10:40:38
Draganddrop Page Close Time,10:40:44
Parte 5,10:40:44
Pedagogical Page Open Time,10:40:44
Correct Answer Selected: sep,10:40:44
Correct Answer Selected: '-',10:40:44
Pedagogical Page Close Time,10:40:45
Draganddrop Page Open Time,10:40:45
Draganddrop Page Close Time,10:40:48
Parte 6,10:40:48
Pedagogical Page Open Time,10:40:48
"Correct Answer Selected: # Outputs a message 
print('Have a good day!')",10:40:48
Pedagogical Page Close Time,10:40:50
Pedagogical2 Page Open Time,10:40:50
Pedagogical2 Page Close Time,10:40:55
Parte 7,10:40:55
Pedagogical Page Open Time,10:40:55
Pedagogical Page Close Time,10:40:55
Pedagogical2 Page Open Time,10:40:55
Pedagogical2 Page Close Time,10:40:57

"Modulo 1, Leccion 5",
Parte 1,10:44:34
Pedagogical2 Page Open Time,10:44:34
Pedagogical2 Page Close Time,10:44:35
Parte 2,10:44:35
Pedagogical Page Open Time,10:44:35
Pedagogical Page Close Time,10:44:36
Pedagogical2 Page Open Time,10:44:36
Pedagogical2 Page Close Time,10:44:37
Parte 3,10:44:37
Multiplechoice Page Open Time,10:44:37
Checkbox Selected: valor.,10:44:40
Multiplechoice Page Close Time,10:44:41
Draganddrop Page Open Time,10:44:41
Correct Drop Event: edad,10:44:44
Correct Drop Event: 18,10:44:44
Draganddrop Page Close Time,10:44:45
Parte 4,10:44:45
Pedagogical Page Open Time,10:44:45
Pedagogical Page Close Time,10:44:45
Completeblankspace Page Open Time,10:44:45
Completeblankspace Page Close Time,10:44:52
Parte 5,10:44:52
Pedagogical Page Open Time,10:44:52
