Unnamed: 0,reviewId,userName,userImage,review,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,standardizedReview
0,47d75343-1a60-4435-a05a-c5aaeb69b030,Pop off Divyansh,https://play-lh.googleusercontent.com/a-/ACB-R5TvcC8hzx8PVtaITocaPA30nei2j51iYIrrRGsr,It helped me a lot thanks 🙏 I really appreciate it,5,0,4.7,2023-03-19 01:47:34,,,POSITIVE,helped lot thanks really appreciate
1,23bb2d61-2627-496d-a2fa-ceac876cd551,Johnny Padilla,https://play-lh.googleusercontent.com/a-/ACB-R5STdlx1hGCuI7yGpdEKnw8nuzFewqy-sS-yQxpFlw,Currently Using The App And Gaining From it. I suggest This App For The One who is willing to expand their learning. 🙏,5,0,4.7,2023-03-18 23:30:09,,,POSITIVE,currently using app gaining suggest app one willing expand learning
2,e8bcf421-3cde-42a0-8e6a-b83bbde9d092,Robert Moore,https://play-lh.googleusercontent.com/a-/ACB-R5Qgs22sKcO9VeK0O__s3u_1r26DtipHgoXZpAYVVA,Good app for beginners!,4,0,4.7,2023-03-06 15:18:12,,,POSITIVE,good app beginners
3,836004b6-c8d8-4ab0-b577-190e0f344cba,V.N Joy,https://play-lh.googleusercontent.com/a/AGNmyxYlpu71R-uuCoE2UpRs0MdA-sRWOi5PQk8eD8k6Yw=mo,"Really easy to use and kinda fun, love it.",4,0,4.7,2023-02-27 08:37:05,,,POSITIVE,really easy use kinda fun love
4,c96b2ff6-40fe-4822-aa27-df749d3dea90,Jessie Alana Griffiths,https://play-lh.googleusercontent.com/a-/ACB-R5QcbT43t6pi1ddBKlI-ycIWzUCLC7fUja347mL01Q,"Could use more options for hints, guides, tutorials, follow along coding etc",4,0,,2023-02-24 07:56:36,,,NEGATIVE,could use options hints guides tutorials follow along coding etc
5,5ee60e44-3d6a-4d77-be0e-64a996065e2e,Kenech Chime,https://play-lh.googleusercontent.com/a/AGNmyxaOm87qBE72i20DESMf6oVKtPWzs6metszetHgm=mo,Nice app but you guys don't teach every thing a programmer needs to know compared to programming hero,5,0,4.7,2023-02-18 10:37:01,,,NEGATIVE,nice app guys dont teach every thing programmer needs know compared programming hero
6,0c258f6e-f6d3-453e-89be-c3a0f9978343,Mike Wynn,https://play-lh.googleusercontent.com/a-/ACB-R5RrA0f8Yicwd4dssiinCyC-Dr_bX_JGJx9DzcmolQ,Great for Tutorials.,5,0,4.7,2023-02-13 04:46:29,,,POSITIVE,great tutorials
7,a7ce9b24-1d47-44b7-a539-acb2731d27e6,даник цывис,https://play-lh.googleusercontent.com/a/AGNmyxZssyncH-W90yRfx7uPrft9HZLJ0FGrUB1MYhnK=mo,Nice app,5,0,4.7,2023-02-11 08:30:39,,,POSITIVE,nice app
8,46d0fa58-5f48-4334-8601-15fecbb92681,Sam Szabo,https://play-lh.googleusercontent.com/a-/ACB-R5RqpL8csVaTizyzJbUxK-_qB_zZxSFtCdX8qhEEzQ,"Excellent, well worth paying for",5,0,4.7,2023-02-04 03:28:21,,,POSITIVE,excellent well worth paying
9,19302811-d033-4b12-ab5b-e012b7fbeab7,Salman Akhelarab,https://play-lh.googleusercontent.com/a-/ACB-R5SrLaur_5t9r9GpQjqKAFRAnqyPfv5-m3IlBCkc,Really good app for complete beginners. I recommend python.,5,0,4.7,2023-02-03 03:31:58,,,POSITIVE,really good app complete beginners recommend python
10,de87f716-4e0b-4c9c-9899-21c25fe37700,Travis Sudler,https://play-lh.googleusercontent.com/a-/ACB-R5R5jvZ5m4UXDqO5uaGWLaR23StKLmQSgad8gTR1Ag,"Well designed, fun and interactive app. One of the easiest options for learning the fundamentals of coding fast.",5,0,4.7,2023-02-02 09:08:41,,,POSITIVE,well designed fun interactive app one easiest options learning fundamentals coding fast
11,c318d0f2-bc6a-4b6c-ba61-563aaa722cd9,Yuri Bilyavskyy,https://play-lh.googleusercontent.com/a/AGNmyxYTZAzd8mQESzVPTIeoXsf-qO96gmNQLhQzlXt7=mo,"I like the app, it makes it fun to learn code and you get to practice everything you learn which is important to me because I'm a visual learner. A lot of the content is locked for pro members which is a one time payment of 5 bucks. Also there are only three ""languages"" they teach, which is fine with me because their the ones I want to learn. I like the layout of the app. Check it out.",5,0,4.7,2023-01-26 13:05:34,,,POSITIVE,like app makes fun learn code get practice everything learn important im visual learner lot content locked pro members one time payment 5 bucks also three languages teach fine ones want learn like layout app check
12,c73f4e84-6c85-43fb-9ef1-2c135f9966ca,Borg,https://play-lh.googleusercontent.com/a-/ACB-R5R8ox0bwwutnXQVSg7nmifqMxBrT5y5KK6yoooseQ,"One of the best apps to learn code while offline, it's just great",5,0,4.7,2023-01-24 01:32:21,,,POSITIVE,one best apps learn code offline great
13,b23078fd-5f78-4cd8-81f8-716df7bcb010,Daniel V Legaspi (eL LakWHATchero),https://play-lh.googleusercontent.com/a-/ACB-R5QuNxSxvgJXjAnYI-YftbbaGbS_JNgMQb_8RlQLlw,Amazing. Straight to the point.,5,0,4.7,2023-01-19 07:36:01,,,POSITIVE,amazing straight point
14,27afd745-5a03-45c9-9d02-4ba14aa42141,Laxmi Ch,https://play-lh.googleusercontent.com/a-/ACB-R5QxF61GIk-iobrKNLG4imdMVxR9zk2ZwMdnX68t,Easily categorized. Thank you.,5,0,4.7,2023-01-10 02:50:03,,,POSITIVE,easily categorized thank
15,3d6665ba-5c6f-493e-9113-3be377dd802a,Modupe Ajibawo,https://play-lh.googleusercontent.com/a-/ACB-R5RXfQnZVJuP5p9lMOMDsmjUU4FEyRKML0A8kQQ9sQ,What ads? I love this app. You did every thing correct! Except the fact that there's premium.,5,0,4.7,2023-01-03 04:01:06,,,POSITIVE,ads love app every thing correct except fact theres premium
16,c8141611-a756-4085-a457-194edf7c57b5,Gamer yt,https://play-lh.googleusercontent.com/a-/ACB-R5RIdffL8j58292QiW9GJloOEw4zNbk56YDN8mVSXA,"I started using this app. I love it, i hope i dont get dissapointed",5,0,4.7,2023-01-02 06:24:38,,,POSITIVE,started using app love hope dont get dissapointed
17,5e7f5e96-d435-4379-a250-62a94f35286a,5-Minute Concepts,https://play-lh.googleusercontent.com/a-/ACB-R5QQNCMrvAdWQhkedFRzKXJHSDDfnOxF5jft_y5M,This is exactly what i was looking for. Thankyou so much ❤️,5,0,4.7,2022-12-25 19:25:03,,,POSITIVE,exactly looking thankyou much
18,755972ab-ca72-4455-9b77-0ba0ae90150c,Kaal Jai,https://play-lh.googleusercontent.com/a-/ACB-R5SKEMwnEhRxTvWiFmq5Tg5TuF-rMBZyD7qJNsQZ2A,"Hi all, just wanted to know Not able to use the Input function on mobile can any one help? Would be great help .",4,0,4.7,2022-12-15 22:26:59,,,NEGATIVE,hi wanted know able use input function mobile one help would great help
19,14f81b96-86da-4941-8803-ed4e3b6d094d,Ambier Hernandez,https://play-lh.googleusercontent.com/a/AGNmyxb3V2n7c93joamCIraPyXqcY-qbV4aqelrR_wWV=mo,"I have just started the lessons paid the $4.99 tou unlock ad free,extras,and mini games. Although I'm picking it up pretty quickly and it's fairly easy, I would have liked to see a little bit more in each section. That way it would be more memorable and have a better chance at memory retention. With that being said all in all its a good app to start out learning code with. It also has a very simple user friendly interface. Can't wait to see how much coding I'll be able to do by the end of this.",4,8,,2022-12-11 17:56:05,,,POSITIVE,started lessons paid 499 tou unlock ad freeextrasand mini games although im picking pretty quickly fairly easy would liked see little bit section way would memorable better chance memory retention said good app start learning code also simple user friendly interface cant wait see much coding ill able end
20,bb9ceccb-5127-4e23-9b4f-2144574509cd,Tom Darlington,https://play-lh.googleusercontent.com/a-/ACB-R5Qw0xibq1hleoArDbv6J_587NWPI13hkWMGZ1a-,Would give it 5 stars... But it's missing a couple key features imo. The ability to set reminders. High level overview of progression. Both would go a long way to motivating more studying!,4,0,4.7,2022-12-03 23:31:16,,,POSITIVE,would give 5 stars missing couple key features imo ability set reminders high level overview progression would go long way motivating studying
21,a542d694-e612-4fd5-8a10-9a9931916d66,Kai,https://play-lh.googleusercontent.com/a-/ACB-R5R_umy0tAZpuakydRYX4dzHLqlfd4eezLVJtoLywg,"Only has like 2 courses and the design is really bad, there are no quizzes or way to memorize the info, you might as well just use W3schools or read documentation.",2,0,,2022-11-27 14:17:28,,,NEGATIVE,like 2 courses design really bad quizzes way memorize info might well use w3schools read documentation
22,51108abb-a999-4c35-b7cb-9564ef14f84e,Mavis Owreidu,https://play-lh.googleusercontent.com/a/AGNmyxYHBdeHbw5-qc7C1H0Xi_5aqhsdxPB1pQF9eMD0=mo,The app's just great. I really sucked in coding but now I understand better!,5,0,4.7,2022-11-25 02:23:45,,,POSITIVE,apps great really sucked coding understand better
23,5ac0d79d-c51c-4e74-b112-cbfb5f8d3e6a,seyram ettuh,https://play-lh.googleusercontent.com/a-/ACB-R5SjnfOq1-WjqtzqZhpF4pv1YV5JRadLfYj3iFgv,Good for begginners,3,0,4.7,2022-10-28 04:59:25,,,POSITIVE,good begginners
