event,time
Json 1 Pedagogical Page Open Time,22:50:55
Json 1 Pedagogical Page Close Time,22:50:57
Json 1 Multiplechoice Page Open Time,22:50:57
Json 1 Multiplechoice Page Close Time,22:51:00
Json 2 Pedagogical Page Open Time,22:51:00
Json 2 Pedagogical Page Close Time,22:51:01
Json 2 Pedagogical2 Page Open Time,22:51:01
Json 2 Pedagogical2 Page Close Time,22:51:02
Json 3 Pedagogical Page Open Time,22:51:02
Json 3 Pedagogical Page Close Time,22:51:02
Json 3 Multiplechoice Page Open Time,22:51:02
Json 3 Multiplechoice Page Close Time,22:51:05
Json 4 Draganddrop Page Open Time,22:51:05
Json 4 Draganddrop Page Close Time,22:51:10
Json 4 Pedagogical Page Open Time,22:51:10
Json 4 Pedagogical Page Close Time,22:51:10
Json 5 Multiplechoice Page Open Time,22:51:10
Json 5 Multiplechoice Page Close Time,22:51:15
Json 5 Pedagogical Page Open Time,22:51:15
Json 5 Pedagogical Page Close Time,22:51:15
Json 6 Pedagogical Page Open Time,22:51:15
Json 6 Pedagogical Page Close Time,22:51:16

Json 1 Pedagogical Page Open Time,22:52:23
Json 1 Pedagogical Page Close Time,22:52:33
Json 1 Multiplechoice Page Open Time,22:52:33
Json 1 Multiplechoice Page Close Time,22:52:47
Json 2 Pedagogical Page Open Time,22:52:48
Json 2 Pedagogical Page Close Time,22:52:50
Json 2 Pedagogical2 Page Open Time,22:52:50
Json 2 Pedagogical2 Page Close Time,22:52:52
Json 3 Pedagogical Page Open Time,22:52:52
Json 3 Pedagogical Page Close Time,22:52:53
Json 3 Multiplechoice Page Open Time,22:52:53
Json 3 Multiplechoice Page Close Time,22:53:00
Json 4 Draganddrop Page Open Time,22:53:00
Json 4 Draganddrop Page Close Time,22:53:19
Json 4 Pedagogical Page Open Time,22:53:19
Json 4 Pedagogical Page Close Time,22:53:20
Json 5 Multiplechoice Page Open Time,22:53:20
Json 5 Multiplechoice Page Close Time,22:53:30
Json 5 Pedagogical Page Open Time,22:53:30
Json 5 Pedagogical Page Close Time,22:53:33
Json 6 Pedagogical Page Open Time,22:53:33
Json 6 Pedagogical Page Close Time,22:53:34

Json 1 Pedagogical Page Open Time,00:26:10
Json 1 Pedagogical Page Close Time,00:26:11
Json 1 Multiplechoice Page Open Time,00:26:11
Json 1 Multiplechoice Page Close Time,00:26:14
Json 2 Pedagogical Page Open Time,00:26:14
Json 2 Pedagogical Page Close Time,00:26:15
Json 2 Pedagogical2 Page Open Time,00:26:15
Json 2 Pedagogical2 Page Close Time,00:26:15
Json 3 Pedagogical Page Open Time,00:26:15
Json 3 Pedagogical Page Close Time,00:26:16
Json 3 Multiplechoice Page Open Time,00:26:16
Json 3 Multiplechoice Page Close Time,00:26:19
Json 4 Draganddrop Page Open Time,00:26:19
Json 4 Draganddrop Page Close Time,00:26:30
Json 4 Pedagogical Page Open Time,00:26:30
Json 4 Pedagogical Page Close Time,00:26:31
Json 5 Multiplechoice Page Open Time,00:26:31
Json 5 Multiplechoice Page Close Time,00:26:36
Json 5 Pedagogical Page Open Time,00:26:36
Json 5 Pedagogical Page Close Time,00:26:37
Json 6 Pedagogical Page Open Time,00:26:37
Json 6 Pedagogical Page Close Time,00:26:37

Json 1 Pedagogical Page Open Time,16:28:33
Json 1 Pedagogical Page Close Time,16:28:36
Json 1 Multiplechoice Page Open Time,16:28:36
Json 1 Multiplechoice Page Close Time,16:28:40
Json 2 Pedagogical Page Open Time,16:28:40
Json 2 Pedagogical Page Close Time,16:28:40
Json 2 Pedagogical2 Page Open Time,16:28:40
Json 2 Pedagogical2 Page Close Time,16:28:43
Json 3 Pedagogical Page Open Time,16:28:43
Json 3 Pedagogical Page Close Time,16:28:49
Json 3 Multiplechoice Page Open Time,16:28:49
Json 3 Multiplechoice Page Close Time,16:28:52
Json 4 Draganddrop Page Open Time,16:28:52
Json 4 Draganddrop Page Close Time,16:29:01
Json 4 Pedagogical Page Open Time,16:29:01
Json 4 Pedagogical Page Close Time,16:29:03
Json 5 Multiplechoice Page Open Time,16:29:03
Json 5 Multiplechoice Page Close Time,16:29:12
Json 5 Pedagogical Page Open Time,16:29:12
Json 5 Pedagogical Page Close Time,16:29:13
Json 6 Pedagogical Page Open Time,16:29:13
Json 6 Pedagogical Page Close Time,16:29:14

Json 1 Pedagogical Page Open Time,16:31:07
Json 1 Pedagogical Page Close Time,16:31:09
Json 1 Multiplechoice Page Open Time,16:31:09
Json 1 Multiplechoice Page Close Time,16:31:14
Json 2 Pedagogical Page Open Time,16:31:14
Json 2 Pedagogical Page Close Time,16:31:14
Json 2 Pedagogical2 Page Open Time,16:31:14
Json 2 Pedagogical2 Page Close Time,16:31:15
Json 3 Pedagogical Page Open Time,16:31:15
Json 3 Pedagogical Page Close Time,16:31:15
Json 3 Multiplechoice Page Open Time,16:31:15
Json 3 Multiplechoice Page Close Time,16:31:21
Json 4 Draganddrop Page Open Time,16:31:21
Json 4 Draganddrop Page Close Time,16:31:24
Json 4 Pedagogical Page Open Time,16:31:24
Json 4 Pedagogical Page Close Time,16:31:24
Json 5 Multiplechoice Page Open Time,16:31:24
Json 5 Multiplechoice Page Close Time,16:31:30
Json 5 Pedagogical Page Open Time,16:31:30
Json 5 Pedagogical Page Close Time,16:31:31
Json 6 Pedagogical Page Open Time,16:31:31
Json 6 Pedagogical Page Close Time,16:31:31

