,date,review,rating,isEdited,userName,title,developerResponse
0,2017-09-29 04:15:45,"I wanted to learn coding during my commute. But so many free to start apps require a constant Internet connection, and my train is often stuck underground without service. I greatly appreciate that you can use Encode even offline. (It being offline also means that it can't load the ads, if you find that annoying.)

The lessons included are indeed simple, and I absolutely think if you're an intermediate study in JavaScript or HTML/CSS you won't get much out of this. But as a beginner cramming these lessons in to/from work, who was only ever able to make good old 90's GeoCities webpages at best, the bite-sized chunks it's broken down into makes computing language much easier for to process.

The extra challenges as reinforcement and the compound lessons putting everything together is worth the $4.99 unlock, but even if you're looking to just start learning for free you could do much worse than Encode.",5,False,jellocube,Perfect for beginners!,
1,2021-05-03 08:54:56,"The app is really understandable and has no such thing as other apps were u should start a exercise and have things like hearts and when u make a mistake u lose them and so on forced paying required experiences which is quite common in apps which include educational content in them and in knowin u can try an exercise several times and take notes or retry which is what i love and the next thing i like about it is it’s comfortable UI ,i hope they get what they deserve for the app",5,False,lupo_nero990,Helpful and easy also FREE!,
2,2019-09-05 02:30:21,"So I learned all my basics for HTML and CSS through Encode (the previous name before Knowin) and I have to say I loved the interactive, hands-on, you-type-it mode that It had. But don’t get me wrong, this app is still very good at teaching the basics for coding in any of its available subjects. But just as someone who still remembers the very interactive mode of Encode, I do miss it. Personally it was better for me to type it out than to press buttons to questions. So if its possible to bring this back into Knowin, that would be awesome. Like I said awesome app that can teach you so much, I would just like to see that type-it-yourself mode back. But overall, it is a very solid app, good job developers!",4,False,JrD1az,"Good for learning, but wished that the Hands-On was there again",
3,2020-07-31 07:23:38,"The app is super easy to understand and really works hard to break down each individual step so that you never feel overwhelmed. It’s extremely good at putting vocabulary into Layman’s terms to help you understand everything you’re doing. It also breaks things into very small chunks that are in and of themselves easy to learn, and then builds on. This really allows for a deeper comprehension of what you’re doing, and actively helps you understand why you’re doing what you’re doing. 10/10, would recommend.",5,False,Wvsgdjfygdy,Simple and Easy,
4,2019-07-18 08:52:58,"After this app made the switch from Encode to Knowin, I had my doubts, but the interface itself is beautiful and intuitive, plus the themes (plum, sea, and night) are gorgeous. The ghost of Encode still haunts the app when it opens, and sometimes the swipes lag a little, but that’s to be expected with such a massive overhaul & turnaround for an education app. Not nearly enough to warrant taking off a star, especially when the app itself is supplementing my coding journey so well. Thanks for a great and affordable learning experience!",5,False,N1mk11,💙💕Excellent!,
5,2019-07-03 15:53:34,"Encode was great! I was learning JavaScript during my bus ride to school. I was probably a fifth through when Encode gets a massive update and turns into Knowin. Now there’s a subscription (I don’t buy subscriptions, only permanent purchases) and that subscription 
restricts most of the languages on the app. I still understand that this is hard and you need money so that’s not what I’m upset about. 

I need help getting my JavaScript progress from Encode onto Knowin. Please help.",5,False,A_Person3568,"Devs, Please Help","{'id': 9492756, 'body': ""Unfortunately, progress does not carry through from Encode to Knowin as all lessons have been rewritten from scratch to better explain coding concepts, with new examples and coding challenges.\n\nHowever, with Knowin you're able to pick up where you left off as we've organized the chapters so that you can skip the parts you already know.\n\nThe good news is that our JavaScript, Swift and the Command Line skills are now totally free to learn in our new app.\n\nAs part of our upgrade, the JavaScript skill (which you've currently completing) now comes with free curated resources that let you apply your JS skills on your computer.\n\nLet me know what you think of the new app's learning experience or if you need help knowing where to start in our new JavaScript skill (based on where you are in our old JavaScript skill) at support@upskew.com."", 'modified': '2019-07-04T06:51:59Z'}"
6,2018-12-03 15:57:00,"I downloaded this app after starting a coding “bootcamp” to help reinforce what I was learning there. I have no prior coding experience so this is all very new to me. I made it through the entire JavaScript segment in about a week and it was very concise, well written, and well structured to help me retain the information presented. I would recommend this app to anybody fresh to coding that wants to learn at their own pace in a well structured manner.",5,False,BrandonSquire,Excellent learning structure for those new to coding,
7,2022-04-03 13:13:07,"This app is fun, light and great for those who are trying to reenforce their skills. It is a little personal and I do feel like I am being socially engineered at times. It ask you to input data such as: what was you elementary schools name, what was the name of your childhood best friend. What is your age and name. These are all passwords reset/ authentication questions and should NOT be shared with any app.",5,False,bubblehead1,Great but too personal,
8,2021-01-02 17:01:26,"This app has been extremely helpful. It teaches the fundamentals and uses a very basic manner to teach in, making the range of ages to use this app almost any age. Thank you for making self designed adds. The learning is free, even if it is so high quality. In conclusion, this app is great, and regardless of how old you/your kid/your friend is, it will be easy but yet interesting to learn.",5,False,read_the_review,Best Python App For Beginners,
9,2022-10-07 15:03:59,"The layout and color scheme are too busy and the answer system is obnoxious (sometimes you have to submit an answer, sometimes it auto-submits). The “continue” button is red, which is sort of synonymous with “stop.” It is nice that you can just scroll through all the lesson questions on a single page once you’re done, I haven’t seen any of the other apps do that and it is very handy for review.",3,False,Jdawarrior,Trying too hard,
10,2021-01-14 08:00:59,"I’m currently learning functions in JavaScript. I’m not sure how I’m depth these lessons go but I’m hoping they continue for a while and I will pay if necessary. They teach VERY well. I take notes to follow along. 

Even if these don’t go super in depth, I’m going to probably go through each of the languages available. Or at least JavaScript, bash, and html/css.

This is the PERFECT app to start your coding adventure.",5,False,Jwilzz,AWESOME!,
11,2021-03-23 03:17:22,"I really want to like this app, as the devs definitely have a sense of humor and I love their mission. But despite having some rudimentary knowledge of several different coding languages, I find myself confused and befuddled by their python lessons. This really can’t be used by beginners. (Not to mention, there are some obvious grammar errors that need to be cleaned up.) As a free app, it’s fine. The frustration is worth it for the knowledge. But as a paid app, it needs to be smoothed out and proofed to be worth the money.",3,False,Ciavyn2,Not for beginners,
12,2018-12-25 16:57:53,"I wish I could put down a sixth star. This is one of the most amazing coding apps ever. Before I started using encode, I was not interested in coding and thought it to be very tedious. However, after encode I am addicted to python and complete four or five units a day. After python I plan to look the java script and css/html courses encode has. Amazing!! I totally recommend this app!",5,False,NarutoUzamaki787,Into the coding verse,
13,2019-06-06 00:38:50,"I don’t like paying for in app purchases, so I want a coding app that is free and worth the loss of space. This is totally worth the space! It’s amazing! It’s free! I like free. I think you like free too. Oh and by the way, you can choose between 3 or 4 coding languages! Python, Java, HTML and something else I can’t remember. Summary: It’s the best coding app I have ever used.",5,False,tetris challenger,Extremely accessible!,
